asset_number,schedule_date
SAID-0008174,7/18/2023
SAID-0008174,8/9/2023
SAID-0008175,9/26/2023
SAID-0008177,3/18/2025
SAID-0008178,7/21/2023
SAID-0008178,11/8/2023
SAID-0008178,11/8/2023
SAID-0008179,1/8/2024
SAID-0008179,1/9/2024
SAID-0008179,1/16/2024
SAID-0008180,12/13/2023
SAID-0008180,4/8/2024
SAID-0008180,4/10/2024
SAID-0008181,10/9/2023
SAID-0008181,10/16/2023
SAID-0008182,7/13/2023
SAID-0008182,8/14/2023
SAID-0008182,9/26/2023
SAID-0008182,11/14/2023
SAID-0008182,11/21/2023
SAID-0008182,11/21/2023
SAID-0008182,7/16/2024
SAID-0008182,1/21/2025
SAID-0008182,2/6/2025
SAID-0008182,3/13/2025
SAID-0008183,2/26/2024
SAID-0008183,3/25/2024
SAID-0008183,4/18/2024
SAID-0008185,5/1/2023
SAID-0008185,5/18/2023
SAID-0008185,6/1/2023
SAID-0008185,10/31/2024
SAID-0008185,11/8/2024
SAID-0008185,12/5/2024
SAID-0008185,12/17/2024
SAID-0008185,1/3/2025
SAID-0008187,1/22/2025
SAID-0008187,1/29/2025
SAID-0008187,2/6/2025
SAID-0008188,8/24/2023
SAID-0008188,10/23/2023
SAID-0008189,7/28/2023
SAID-0008189,1/30/2025
SAID-0008189,1/30/2025
SAID-0008189,2/7/2025
SAID-0008189,2/12/2025
SAID-0008190,6/19/2023
SAID-0008191,3/13/2024
SAID-0008193,9/24/2024
SAID-0008194,11/11/2024
SAID-0008196,1/10/2024
SAID-0008196,1/15/2024
SAID-0008196,1/23/2024
SAID-0008196,6/19/2024
SAID-0008197,9/7/2024
SAID-0008199,1/24/2024
SAID-0008200,5/24/2024
SAID-0008202,6/8/2024
SAID-0008202,6/14/2024
SAID-0008202,9/6/2024
SAID-0008202,10/10/2024
SAID-0008203,10/4/2023
SAID-0008203,7/23/2024
SAID-0008204,6/11/2024
SAID-0008205,3/14/2025
SAID-0008208,7/12/2023
SAID-0008208,3/20/2024
SAID-0008209,8/18/2023
SAID-0008209,1/16/2024
SAID-0008209,9/11/2024
SAID-0008210,9/15/2023
SAID-0008210,8/5/2024
SAID-0008210,8/14/2024
SAID-0008214,10/19/2023
SAID-0008214,3/22/2024
SAID-0008218,11/11/2024
SAID-0008220,4/21/2023
SAID-0008220,1/3/2024
SAID-0008224,1/30/2025
SAID-0008224,2/6/2025
SAID-0008228,6/15/2023
SAID-0008228,6/27/2023
SAID-0008228,9/27/2023
SAID-0008228,11/3/2023
SAID-0008228,11/14/2023
SAID-0008228,5/1/2024
SAID-0008228,6/27/2024
SAID-0008228,7/24/2024
SAID-0008228,1/31/2025
SAID-0008229,7/27/2023
SAID-0008229,11/25/2024
SAID-0008233,3/19/2024
SAID-0008233,3/25/2024
SAID-0008240,7/12/2023
SAID-0008241,7/24/2023
SAID-0008243,8/21/2023
SAID-0008244,1/31/2025
SAID-0008245,1/17/2024
SAID-0008245,3/21/2024
SAID-0008245,9/24/2024
SAID-0008245,11/1/2024
SAID-0008246,12/4/2023
SAID-0008247,12/26/2024
SAID-0008249,6/13/2023
SAID-0008250,10/26/2023
SAID-0008251,1/30/2025
SAID-0008252,6/4/2024
SAID-0008252,9/16/2024
SAID-0008252,10/21/2024
SAID-0008253,5/16/2024
SAID-0008253,7/2/2024
SAID-0008253,7/8/2024
SAID-0008253,12/12/2024
SAID-0008253,12/23/2024
SAID-0008253,12/31/2024
SAID-0008253,12/23/2024
SAID-0008253,12/31/2024
SAID-0008254,12/28/2023
SAID-0008255,5/31/2023
SAID-0008255,9/10/2024
SAID-0008256,9/6/2024
SAID-0008256,9/18/2024
SAID-0008256,9/24/2024
SAID-0008256,1/17/2025
SAID-0008256,1/22/2025
SAID-0008261,10/2/2023
SAID-0008261,11/25/2024
SAID-0008261,1/27/2025
SAID-0008263,8/1/2024
SAID-0008267,6/3/2024
SAID-0008271,4/24/2023
SAID-0008271,6/14/2023
SAID-0008272,7/3/2023
SAID-0008272,8/2/2023
SAID-0008272,2/7/2024
SAID-0008272,2/28/2024
SAID-0008272,12/20/2024
SAID-0008272,12/27/2024
SAID-0008272,1/7/2025
SAID-0008275,11/13/2023
SAID-0008277,7/3/2023
SAID-0008277,7/5/2023
SAID-0008277,7/20/2023
SAID-0008277,12/6/2023
SAID-0008277,2/3/2025
SAID-0008280,4/24/2023
SAID-0008280,6/19/2023
SAID-0008281,5/5/2023
SAID-0008281,5/10/2023
SAID-0008281,10/16/2023
SAID-0008281,8/21/2024
SAID-0008282,7/27/2023
SAID-0008283,7/5/2023
SAID-0008283,5/22/2024
SAID-0008283,1/22/2025
SAID-0008283,2/26/2025
SAID-0008284,9/18/2023
SAID-0008284,2/8/2024
SAID-0008284,2/20/2024
SAID-0008284,2/23/2024
SAID-0008284,2/29/2024
SAID-0008284,3/1/2024
SAID-0008285,5/4/2023
SAID-0008285,12/4/2024
SAID-0008285,3/5/2025
SAID-0008286,8/21/2023
SAID-0008286,8/24/2023
SAID-0008286,10/11/2023
SAID-0008286,1/4/2024
SAID-0008286,11/4/2024
SAID-0008286,11/11/2024
SAID-0008286,3/20/2025
SAID-0008288,8/9/2023
SAID-0008288,1/20/2025
SAID-0008290,5/11/2023
SAID-0008291,1/17/2024
SAID-0008291,1/26/2024
SAID-0008291,2/27/2024
SAID-0008291,2/29/2024
SAID-0008291,2/29/2024
SAID-0008293,4/25/2023
SAID-0008293,11/10/2023
SAID-0008293,3/12/2024
SAID-0008293,6/25/2024
SAID-0008293,7/10/2024
SAID-0008293,7/11/2024
SAID-0008293,8/6/2024
SAID-0008293,8/1/2024
SAID-0008293,8/6/2024
SAID-0008294,4/20/2023
SAID-0008294,5/11/2023
SAID-0008294,6/21/2023
SAID-0008294,6/28/2023
SAID-0008294,6/28/2023
SAID-0008294,7/24/2024
SAID-0008295,4/20/2023
SAID-0008295,6/28/2023
SAID-0008295,9/13/2023
SAID-0008295,9/5/2024
SAID-0008296,11/22/2023
SAID-0008296,12/21/2023
SAID-0008296,1/20/2025
SAID-0008297,12/31/2024
SAID-0008298,8/25/2023
SAID-0008298,12/8/2023
SAID-0008298,6/20/2024
SAID-0008298,6/28/2024
SAID-0008298,7/17/2024
SAID-0008299,8/29/2023
SAID-0008300,6/28/2023
SAID-0008300,9/13/2023
SAID-0008300,9/19/2023
SAID-0008300,10/23/2023
SAID-0008300,6/13/2024
SAID-0008300,8/8/2024
SAID-0008300,8/28/2024
SAID-0008300,10/4/2024
SAID-0008300,11/18/2024
SAID-0008300,12/5/2024
SAID-0008300,12/19/2024
SAID-0008300,12/27/2024
SAID-0008300,1/8/2025
SAID-0008301,9/27/2023
SAID-0008303,5/22/2023
SAID-0008303,5/26/2023
SAID-0008305,11/1/2023
SAID-0008308,6/6/2023
SAID-0008308,6/8/2023
SAID-0008308,4/2/2024
SAID-0008308,3/18/2025
SAID-0008308,3/24/2025
SAID-0008309,7/28/2023
SAID-0008309,9/11/2023
SAID-0008311,7/6/2023
SAID-0008311,8/7/2023
SAID-0008311,12/10/2024
SAID-0008311,12/13/2024
SAID-0008313,8/29/2023
SAID-0008313,11/29/2023
SAID-0008314,4/19/2024
SAID-0008314,8/7/2024
SAID-0008314,9/25/2024
SAID-0008314,8/30/2024
SAID-0008314,10/31/2024
SAID-0008315,8/22/2024
SAID-0008317,7/26/2023
SAID-0008317,10/30/2023
SAID-0008317,6/13/2024
SAID-0008318,4/24/2023
SAID-0008318,3/3/2025
SAID-0008319,6/5/2023
SAID-0008319,2/3/2025
SAID-0008320,7/17/2023
SAID-0008320,9/13/2023
SAID-0008320,4/19/2024
SAID-0008320,6/13/2024
SAID-0008320,9/5/2024
SAID-0008322,7/17/2023
SAID-0008322,10/31/2023
SAID-0008322,1/5/2024
SAID-0008322,1/9/2024
SAID-0008322,5/14/2024
SAID-0008322,7/3/2024
SAID-0008322,8/1/2024
SAID-0008322,8/22/2024
SAID-0008322,8/27/2024
SAID-0008323,4/5/2024
SAID-0008326,5/22/2023
SAID-0008326,7/9/2024
SAID-0008326,8/7/2024
SAID-0008326,7/30/2024
SAID-0008326,8/13/2024
SAID-0008326,9/27/2024
SAID-0008326,10/2/2024
SAID-0008326,10/2/2024
SAID-0008326,10/31/2024
SAID-0008326,12/2/2024
SAID-0008326,12/4/2024
SAID-0008327,3/8/2024
SAID-0008327,3/22/2024
SAID-0008327,4/1/2024
SAID-0008327,5/16/2024
SAID-0008327,6/7/2024
SAID-0008328,1/15/2024
SAID-0008328,1/30/2025
SAID-0008328,2/11/2025
SAID-0008329,7/24/2024
SAID-0008329,1/3/2025
SAID-0008331,8/29/2024
SAID-0008331,9/16/2024
SAID-0008332,7/5/2024
SAID-0008332,8/12/2024
SAID-0008333,10/16/2024
SAID-0008333,11/18/2024
SAID-0008333,11/18/2024
SAID-0008334,9/20/2023
SAID-0008334,12/20/2023
SAID-0008334,12/20/2023
SAID-0008334,12/20/2023
SAID-0008334,9/20/2024
SAID-0008334,9/27/2024
SAID-0008336,12/12/2024
SAID-0008336,4/21/2023
SAID-0008336,4/28/2023
SAID-0008336,8/5/2024
SAID-0008337,4/21/2023
SAID-0008337,4/28/2023
SAID-0008337,6/26/2023
SAID-0008337,6/30/2023
SAID-0008337,7/6/2023
SAID-0008337,7/21/2023
SAID-0008337,9/6/2023
SAID-0008337,8/30/2024
SAID-0008339,2/2/2024
SAID-0008339,2/27/2024
SAID-0008339,6/17/2024
SAID-0008339,6/28/2024
SAID-0008339,9/17/2024
SAID-0008339,12/30/2024
SAID-0008340,7/13/2023
SAID-0008340,7/19/2023
SAID-0008340,7/24/2023
SAID-0008341,3/24/2025
SAID-0008342,5/26/2023
SAID-0008342,11/17/2023
SAID-0008342,6/27/2024
SAID-0008344,4/8/2024
SAID-0008344,12/13/2024
SAID-0008345,4/2/2024
SAID-0008345,2/4/2025
SAID-0008345,2/25/2025
SAID-0008345,3/7/2025
SAID-0008345,3/18/2025
SAID-0008349,8/2/2023
SAID-0008349,8/16/2023
SAID-0008349,8/30/2023
SAID-0008349,12/6/2023
SAID-0008349,7/9/2024
SAID-0008349,9/4/2024
SAID-0008349,10/30/2024
SAID-0008350,1/6/2025
SAID-0008352,7/11/2024
SAID-0008352,8/3/2024
SAID-0008352,8/14/2024
SAID-0008353,7/3/2023
SAID-0008353,12/8/2023
SAID-0008354,4/8/2024
SAID-0008356,6/26/2023
SAID-0008360,10/17/2023
SAID-0008360,3/4/2024
SAID-0008360,4/11/2024
SAID-0008361,8/2/2024
SAID-0008361,8/12/2024
SAID-0008361,12/19/2024
SAID-0008365,12/20/2023
SAID-0008366,9/17/2024
SAID-0008367,9/6/2024
SAID-0008367,2/27/2025
SAID-0008367,3/10/2025
SAID-0008368,6/12/2023
SAID-0008368,8/2/2024
SAID-0008368,8/13/2024
SAID-0008369,10/1/2024
SAID-0008370,8/20/2024
SAID-0008370,8/26/2024
SAID-0008373,5/3/2023
SAID-0008373,5/19/2023
SAID-0008373,7/9/2024
SAID-0008374,6/27/2023
SAID-0008375,9/16/2024
SAID-0008376,6/14/2023
SAID-0008377,12/12/2024
SAID-0008377,1/3/2025
SAID-0008379,6/7/2023
SAID-0008379,8/12/2024
SAID-0008380,8/11/2023
SAID-0008383,8/9/2023
SAID-0008384,6/15/2023
SAID-0008384,9/29/2023
SAID-0008384,8/12/2024
SAID-0008384,10/1/2024
SAID-0008385,6/19/2023
SAID-0008385,1/23/2025
SAID-0008386,6/7/2023
SAID-0008386,7/30/2024
SAID-0008387,3/11/2025
SAID-0008388,9/8/2023
SAID-0008388,10/14/2024
SAID-0008388,10/28/2024
SAID-0008392,1/14/2025
SAID-0008396,2/20/2025
SAID-0008397,6/18/2024
SAID-0008399,7/26/2024
SAID-0008401,10/5/2023
SAID-0008401,11/3/2023
SAID-0008401,10/5/2023
SAID-0008401,11/3/2023
SAID-0008401,11/14/2023
SAID-0008401,3/29/2024
SAID-0008401,1/24/2025
SAID-0008404,5/19/2023
SAID-0008405,8/22/2024
SAID-0008405,12/31/2024
SAID-0008405,2/5/2025
SAID-0008405,2/5/2025
SAID-0008406,1/28/2025
SAID-0008407,7/24/2024
SAID-0008413,4/14/2023
SAID-0008414,6/5/2024
SAID-0008414,6/17/2024
SAID-0008414,6/20/2024
SAID-0008414,3/6/2025
SAID-0008414,3/19/2025
SAID-0008415,10/5/2023
SAID-0008415,11/3/2023
SAID-0008415,11/14/2023
SAID-0008418,3/12/2025
SAID-0008419,8/2/2023
SAID-0008419,1/18/2024
SAID-0008419,1/29/2024
SAID-0008419,2/16/2024
SAID-0008419,3/11/2024
SAID-0008423,2/13/2024
SAID-0008423,2/23/2024
SAID-0008423,6/14/2024
SAID-0008423,7/12/2024
SAID-0008431,5/10/2024
SAID-0008431,5/15/2024
SAID-0008431,5/20/2024
SAID-0008434,3/19/2025
SAID-0008438,7/29/2024
SAID-0008444,3/13/2025
SAID-0008445,3/13/2025
SAID-0008445,3/24/2025
SAID-0008450,10/13/2023
SAID-0008450,10/18/2023
SAID-0008450,1/2/2024
SAID-0008450,8/23/2024
SAID-0008450,8/8/2024
SAID-0008450,8/8/2024
SAID-0008450,9/28/2024
SAID-0008457,11/28/2023
SAID-0008457,4/3/2024
SAID-0008497,9/16/2024
SAID-0008512,12/4/2023
SAID-0008517,6/26/2023
SAID-0008526,7/28/2023
SAID-0008526,8/2/2023
SAID-0008548,12/19/2023
SAID-0008642,9/26/2024
SAID-0008651,5/21/2024
SAID-0008651,6/3/2024
SAID-0008654,8/2/2023
SAID-0008665,5/24/2023
SAID-0008667,5/9/2023
SAID-0008667,5/9/2023
SAID-0008667,7/19/2024
SAID-0008667,8/7/2024
SAID-0008668,5/24/2023
SAID-0008669,5/24/2023
SAID-0008674,7/24/2024
SAID-0008676,4/12/2024
SAID-0008676,3/26/2024
SAID-0008682,7/5/2023
SAID-0008682,8/28/2024
SAID-0008689,6/4/2024
SAID-0008689,6/11/2024
SAID-0008692,4/20/2023
SAID-0008692,1/6/2024
SAID-0008692,5/3/2024
SAID-0008692,5/14/2024
SAID-0008692,5/29/2024
SAID-0008694,7/18/2024
SAID-0008698,8/5/2024
SAID-0008700,3/6/2025
SAID-0008700,3/19/2025
SAID-0008717,5/30/2024
SAID-0008717,5/30/2024
SAID-0008717,6/18/2024
SAID-0008725,7/14/2023
SAID-0008725,7/19/2023
SAID-0008727,8/27/2024
SAID-0008766,7/3/2024
SAID-0008766,7/22/2024
SAID-0008783,9/16/2024
SAID-0008785,5/2/2024
SAID-0008785,5/6/2024
SAID-0008785,5/9/2024
SAID-0008816,7/5/2023
SAID-0008816,7/7/2023
SAID-0008816,8/1/2023
SAID-0008838,7/31/2023
SAID-0008850,5/24/2024
SAID-0008850,6/7/2024
SAID-0008853,6/20/2023
SAID-0008853,6/23/2023
SAID-0008857,7/7/2023
SAID-0008903,8/3/2023
SAID-0008903,8/9/2023
SAID-0008903,8/18/2023
SAID-0008906,8/23/2023
SAID-0008906,9/11/2023
SAID-0008906,4/15/2024
SAID-0008906,4/17/2024
SAID-0008918,10/17/2023
SAID-0008929,6/8/2023
SAID-0008932,2/23/2024
SAID-0008937,6/7/2023
SAID-0008937,7/15/2024
SAID-0008937,10/9/2024
SAID-0008944,7/21/2023
SAID-0008944,7/31/2023
SAID-0008944,8/18/2023
SAID-0008944,1/25/2024
SAID-0008944,3/5/2024
SAID-0008944,3/20/2024
SAID-0008944,11/4/2024
SAID-0008945,6/20/2023
SAID-0008948,2/10/2025
SAID-0008948,2/21/2025
SAID-0008948,2/28/2025
SAID-0008951,10/4/2023
SAID-0008951,10/16/2023
SAID-0008951,10/4/2023
SAID-0008951,4/18/2024
SAID-0008955,7/5/2023
SAID-0008955,3/22/2024
SAID-0008955,7/12/2024
SAID-0008956,7/5/2023
SAID-0008956,7/12/2024
SAID-0008956,9/5/2024
SAID-0008956,10/2/2024
SAID-0008956,1/15/2025
SAID-0008956,3/7/2025
SAID-0008956,3/13/2025
SAID-0008961,1/16/2024
SAID-0008961,2/8/2024
SAID-0008962,6/24/2024
SAID-0008962,8/2/2024
SAID-0008964,8/1/2024
SAID-0008965,6/10/2024
SAID-0008965,6/19/2024
SAID-0008966,7/14/2023
SAID-0008966,9/16/2024
SAID-0008970,10/31/2023
SAID-0008970,7/8/2024
SAID-0008971,5/23/2023
SAID-0008971,1/16/2024
SAID-0008971,2/1/2024
SAID-0008971,7/17/2024
SAID-0008975,9/9/2024
SAID-0008975,3/19/2025
SAID-0008977,8/28/2023
SAID-0008977,2/22/2024
SAID-0008977,4/4/2024
SAID-0008978,2/26/2024
SAID-0008981,9/17/2024
SAID-0008981,9/24/2024
SAID-0008981,10/4/2024
SAID-0008981,10/15/2024
SAID-0008982,8/8/2023
SAID-0008982,9/8/2023
SAID-0008982,9/15/2023
SAID-0008982,4/19/2024
SAID-0008983,7/3/2023
SAID-0008987,2/26/2025
SAID-0008988,3/26/2024
SAID-0008988,11/11/2024
SAID-0008996,5/9/2024
SAID-0009011,8/3/2023
SAID-0009068,8/4/2024
SAID-0009086,10/7/2024
SAID-0009100,7/1/2024
SAID-0009102,7/31/2023
SAID-0009102,9/9/2023
SAID-0009102,10/31/2023
SAID-0009102,1/2/2024
SAID-0009102,1/22/2024
SAID-0009102,2/13/2024
SAID-0009103,6/10/2024
SAID-0009103,8/1/2024
SAID-0009103,8/13/2024
SAID-0009103,8/22/2024
SAID-0009103,1/9/2025
SAID-0009104,7/13/2023
SAID-0009104,12/27/2023
SAID-0009104,4/11/2024
SAID-0009104,4/18/2024
SAID-0009104,4/25/2024
SAID-0009104,9/18/2024
SAID-0009104,10/2/2024
SAID-0009106,8/5/2023
SAID-0009108,6/8/2023
SAID-0009108,10/28/2024
SAID-0009110,7/31/2023
SAID-0009112,3/17/2025
SAID-0009112,3/25/2025
SAID-0009115,6/26/2023
SAID-0009118,6/20/2023
SAID-0009118,3/1/2024
SAID-0009118,9/20/2024
SAID-0009126,7/31/2024
SAID-0009126,8/7/2024
SAID-0009127,11/11/2024
SAID-0009128,10/24/2023
SAID-0009128,6/11/2024
SAID-0009128,6/18/2024
SAID-0009128,10/14/2024
SAID-0009128,11/1/2024
SAID-0009129,7/12/2024
SAID-0009129,7/19/2024
SAID-0009132,1/30/2024
SAID-0009132,6/3/2024
SAID-0009132,6/18/2024
SAID-0009132,6/25/2024
SAID-0009132,6/26/2024
SAID-0009132,45495
SAID-0009132,45686
SAID-0009132,45698
SAID-0009135,45672
SAID-0009135,45674
SAID-0009135,45679
SAID-0009138,45666
SAID-0009139,45217
SAID-0009139,45268
SAID-0009141,45700
SAID-0009141,45728
SAID-0009142,45504
SAID-0009143,45467
SAID-0009143,45503
SAID-0009148,45161
SAID-0009148,45531
SAID-0009148,45534
SAID-0009153,45309
SAID-0009153,45449
SAID-0009155,45540
SAID-0009159,45049
SAID-0009159,45063
SAID-0009159,45202
SAID-0009159,45260
SAID-0009159,45404
SAID-0009159,45427
SAID-0009159,45429
SAID-0009159,45476
SAID-0009159,45490
SAID-0009159,45495
SAID-0009163,45092
SAID-0009164,45649
SAID-0009164,45650
SAID-0009164,45657
SAID-0009170,45181
SAID-0009170,45391
SAID-0009171,45469
SAID-0009171,45699
SAID-0009178,45552
SAID-0009178,45558
SAID-0009178,45691
SAID-0009181,45223
SAID-0009182,45188
SAID-0009184,45649
SAID-0009185,45196
SAID-0009187,45476
SAID-0009188,45614
SAID-0009189,45119
SAID-0009189,45131
SAID-0009189,45209
SAID-0009189,45229
SAID-0009189,45209
SAID-0009189,45229
SAID-0009189,45251
SAID-0009189,45251
SAID-0009189,45252
SAID-0009189,45252
SAID-0009191,45155
SAID-0009191,45147
SAID-0009191,45162
SAID-0009191,45188
SAID-0009191,45201
SAID-0009191,45210
SAID-0009191,45201
SAID-0009191,45210
SAID-0009191,45516
SAID-0009191,45635
SAID-0009191,45652
SAID-0009191,45681
SAID-0009191,45694
SAID-0009191,45705
SAID-0009191,45712
SAID-0009191,45730
SAID-0009192,45660
SAID-0009193,45086
SAID-0009193,45119
SAID-0009193,45124
SAID-0009193,45128
SAID-0009193,45456
SAID-0009197,45278
SAID-0009197,45282
SAID-0009200,45211
SAID-0009200,45212
SAID-0009200,45519
SAID-0009200,45531
SAID-0009200,45534
SAID-0009200,45561
SAID-0009200,45677
SAID-0009202,45495
SAID-0009202,45510
SAID-0009202,45518
SAID-0009203,45509
SAID-0009203,45581
SAID-0009203,45590
SAID-0009216,45276
SAID-0009223,45142
SAID-0009223,45170
SAID-0009223,45280
SAID-0009223,45331
SAID-0009223,45280
SAID-0009226,45383
SAID-0009226,45560
SAID-0009227,45055
SAID-0009236,45548
SAID-0009263,45663
SAID-0009263,45677
SAID-0009263,45677
SAID-0009266,45230
SAID-0009266,45274
SAID-0009266,45274
SAID-0009269,45279
SAID-0009269,45369
SAID-0009269,45369
SAID-0009269,45447
SAID-0009277,45183
SAID-0009277,45191
SAID-0009277,45196
SAID-0009277,45196
SAID-0009277,45422
SAID-0009277,45525
SAID-0009278,45698
SAID-0009280,45525
SAID-0009283,45105
SAID-0009283,45128
SAID-0009290,45476
SAID-0009290,45498
SAID-0009290,45525
SAID-0009290,45670
SAID-0009290,45684
SAID-0009291,45608
SAID-0009291,45617
SAID-0009291,45635
SAID-0009292,45443
SAID-0009294,45100
SAID-0009295,45131
SAID-0009295,45197
SAID-0009295,45265
SAID-0009295,45265
SAID-0009296,45274
SAID-0009298,45265
SAID-0009298,45386
SAID-0009298,45265
SAID-0009301,45607
SAID-0009302,45196
SAID-0009302,45230
SAID-0009303,45121
SAID-0009303,45128
SAID-0009304,45121
SAID-0009304,45135
SAID-0009309,45560
SAID-0009310,45583
SAID-0009312,45462
SAID-0009312,45470
SAID-0009312,45483
SAID-0009312,45595
SAID-0009314,45587
SAID-0009315,45539
SAID-0009315,45552
SAID-0009316,45497
SAID-0009316,45524
SAID-0009317,45077
SAID-0009318,45636
SAID-0009320,45728
SAID-0009320,45734
SAID-0009320,45734
SAID-0009320,45742
SAID-0009322,45712
SAID-0009323,45093
SAID-0009324,45251
SAID-0009324,45266
SAID-0009324,45349
SAID-0009324,45384
SAID-0009325,45079
SAID-0009326,45443
SAID-0009326,45461
SAID-0009326,45544
SAID-0009326,45468
SAID-0009326,45498
SAID-0009327,45532
SAID-0009328,45523
SAID-0009328,45580
SAID-0009329,45463
SAID-0009331,45120
SAID-0009331,45225
SAID-0009332,45155
SAID-0009332,45390
SAID-0009332,45695
SAID-0009332,45702
SAID-0009332,45713
SAID-0009333,45555
SAID-0009333,45611
SAID-0009333,45630
SAID-0009333,45555
SAID-0009333,45562
SAID-0009333,45611
SAID-0009334,45427
SAID-0009334,45441
SAID-0009334,45460
SAID-0009334,45484
SAID-0009334,45525
SAID-0009334,45532
SAID-0009334,45604
SAID-0009334,45616
SAID-0009334,45621
SAID-0009334,45652
SAID-0009334,45663
SAID-0009335,45057
SAID-0009335,45072
SAID-0009335,45132
SAID-0009336,45112
SAID-0009336,45127
SAID-0009336,45156
SAID-0009336,45183
SAID-0009336,45183
SAID-0009338,45163
SAID-0009339,45474
SAID-0009339,45502
SAID-0009339,45526
SAID-0009341,45584
SAID-0009341,45590
SAID-0009341,45602
SAID-0009342,45236
SAID-0009342,45281
SAID-0009342,45421
SAID-0009342,45547
SAID-0009342,45573
SAID-0009342,45581
SAID-0009342,45595
SAID-0009342,45608
SAID-0009342,45637
SAID-0009344,45461
SAID-0009344,45510
SAID-0009344,45632
SAID-0009345,45204
SAID-0009345,45463
SAID-0009345,45558
SAID-0009345,45565
SAID-0009345,45580
SAID-0009345,45580
SAID-0009345,45657
SAID-0009345,45680
SAID-0009354,45566
SAID-0009354,45572
SAID-0009355,45174
SAID-0009355,45185
SAID-0009355,45646
SAID-0009358,45204
SAID-0009361,45154
SAID-0009361,45190
SAID-0009361,45569
SAID-0009361,45580
SAID-0009361,45595
SAID-0009362,45105
SAID-0009362,45317
SAID-0009362,45467
SAID-0009362,45548
SAID-0009364,45226
SAID-0009364,45358
SAID-0009364,45362
SAID-0009364,45392
SAID-0009364,45729
SAID-0009365,45509
SAID-0009365,45519
SAID-0009365,45530
SAID-0009365,45659
SAID-0009366,45183
SAID-0009366,45202
SAID-0009367,45533
SAID-0009367,45568
SAID-0009367,45673
SAID-0009367,45716
SAID-0009369,45470
SAID-0009369,45502
SAID-0009369,45670
SAID-0009370,45465
SAID-0009372,45245
SAID-0009373,45458
SAID-0009373,45471
SAID-0009375,45224
SAID-0009375,45295
SAID-0009375,45310
SAID-0009375,45330
SAID-0009375,45295
SAID-0009375,45310
SAID-0009375,45583
SAID-0009375,45594
SAID-0009375,45600
SAID-0009376,45159
SAID-0009376,45162
SAID-0009376,45169
SAID-0009376,45169
SAID-0009376,45176
SAID-0009376,45198
SAID-0009376,45190
SAID-0009376,45198
SAID-0009376,45190
SAID-0009376,45198
SAID-0009376,45198
SAID-0009377,45596
SAID-0009377,45737
SAID-0009377,45737
SAID-0009377,45740
SAID-0009378,45243
SAID-0009378,45245
SAID-0009378,45330
SAID-0009379,45176
SAID-0009379,45198
SAID-0009379,45198
SAID-0009380,45279
SAID-0009381,45190
SAID-0009383,45245
SAID-0009386,45638
SAID-0009388,45114
SAID-0009388,45155
SAID-0009388,45168
SAID-0009388,45334
SAID-0009388,45343
SAID-0009388,45343
SAID-0009388,45485
SAID-0009388,45490
SAID-0009388,45505
SAID-0009388,45490
SAID-0009389,45380
SAID-0009390,45155
SAID-0009390,45163
SAID-0009390,45728
SAID-0009396,45338
SAID-0009396,45425
SAID-0009396,45428
SAID-0009396,45448
SAID-0009396,45523
SAID-0009396,45531
SAID-0009396,45533
SAID-0009400,45443
SAID-0009400,45443
SAID-0009400,45583
SAID-0009410,45365
SAID-0009411,45244
SAID-0009411,45266
SAID-0009411,45609
SAID-0009411,45630
SAID-0009411,45643
SAID-0009415,45434
SAID-0009416,45177
SAID-0009416,45184
SAID-0009416,45198
SAID-0009416,45254
SAID-0009416,45434
SAID-0009416,45463
SAID-0009416,45463
SAID-0009418,45447
SAID-0009419,45687
SAID-0009419,45146
SAID-0009419,45161
SAID-0009419,45198
SAID-0009421,45273
SAID-0009421,45275
SAID-0009422,45362
SAID-0009422,45406
SAID-0009422,45457
SAID-0009422,45490
SAID-0009422,45547
SAID-0009422,45561
SAID-0009422,45566
SAID-0009422,45576
SAID-0009422,45576
SAID-0009422,45583
SAID-0009422,45609
SAID-0009423,45110
SAID-0009423,45257
SAID-0009423,45282
SAID-0009423,45531
SAID-0009423,45630
SAID-0009423,45630
SAID-0009423,45637
SAID-0009423,45643
SAID-0009423,45673
SAID-0009423,45686
SAID-0009425,45607
SAID-0009426,45356
SAID-0009426,45359
SAID-0009426,45425
SAID-0009426,45496
SAID-0009426,45664
SAID-0009426,45671
SAID-0009427,45153
SAID-0009427,45618
SAID-0009427,45630
SAID-0009428,45035
SAID-0009428,45145
SAID-0009428,45163
SAID-0009428,45212
SAID-0009428,45565
SAID-0009431,45195
SAID-0009431,45289
SAID-0009431,45259
SAID-0009431,45344
SAID-0009431,45352
SAID-0009431,45352
SAID-0009431,45716
SAID-0009432,45168
SAID-0009432,45453
SAID-0009432,45456
SAID-0009432,45509
SAID-0009434,45154
SAID-0009434,45168
SAID-0009434,45446
SAID-0009434,45474
SAID-0009434,45497
SAID-0009434,45576
SAID-0009434,45643
SAID-0009434,45652
SAID-0009435,45083
SAID-0009435,45301
SAID-0009435,45555
SAID-0009435,45569
SAID-0009435,45575
SAID-0009435,45576
SAID-0009435,45590
SAID-0009435,45615
SAID-0009435,45666
SAID-0009435,45667
SAID-0009436,45076
SAID-0009436,45170
SAID-0009436,45204
SAID-0009436,45475
SAID-0009436,45486
SAID-0009436,45491
SAID-0009436,45544
SAID-0009436,45579
SAID-0009436,45580
